"Code","Identifier","Name_En","Name_Es","Name_Fr"
"0301.1100","5000","Live ornamental freshwater fish","Peces ornamentales de agua dulce","Poissons d'ornement, d'eau douce, vivants"
"0301.1900","5001","Live ornamental saltwater fish","Peces ornamentales de mar","Poissons d'ornement, de mer, vivants"
"0301.9100","5002","Live trout ""Salmo trutta, Oncorhynchus mykiss, O. clarki, O. aguabonita, O. gilae, O. apache and O. chrysogaster""","Truchas (Salmo trutta, Oncorhynchus mykiss, O.clarki, O.aguabonita, O.gilae, O. apache, O.chrysogaster) vivas","Truites [Salmo trutta, Oncorhynchus mykiss, O.clarki, O.aguabonita, O.gilae, O.apache, O.chrysogaster], vivantes"
"0301.9110","5003","Live trout ""Oncorhynchus apache and O. chrysogaster""","Truchas de las especies Oncorhynchus apache y Oncorhynchus chrysogaster vivas","Truites des espèces ''Oncorhynchus apache et Oncorhynchus chrysogaster'', vivantes"
"0301.9190","5004","Live trout ""Salmo trutta, Oncorhynchus mykiss, O. clarki, O. aguabonita, O. gilae""","Las demás truchas vivas","Truites des espèces ''Salmo trutta, Oncorhynchus mykiss, O.clarki, O.aguabonita, O.gilae'', vivantes"
"0301.9200","5005","Live eels ""Anguilla spp.""","Anguilas (Anguilla spp.) vivas","Anguilles ''Anguilla spp.'', vivantes"
"0301.9210","5006","Live eels ""Anguilla spp."", of a length of less than 12 cm","Anguilas (Anguilla spp.) vivas, de longitud inferior a 12 cm","Anguilles ''Anguilla spp.'', vivantes, d'une longueur de moins de 12 cm"
"0301.9230","5007","Live eels ""Anguilla spp."", of a length of 12 cm or more but less than 20 cm","Anguilas (Anguilla spp.) vivas, de longitud igual o superior a 12 cm pero inferior a 20 cm","Anguilles ''Anguilla spp.'', vivantes, d'une longueur de 12 cm ou plus mais de moins de 20 cm"
"0301.9290","5008","Live eels ""Anguilla spp."", of a length of 20 cm or more","Anguilas (Anguilla spp.) vivas, de longitud igual o superior a 20 cm","Anguilles ''Anguilla spp.'', vivantes, d'une longueur de 20 cm ou plus"
"0301.9300","5009","Live carp","Carpas vivas","Carpes, vivantes"
"0301.9400","5010","Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis), vivos","Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus orientalis), vivants"
"0301.9410","5011","Live Atlantic bluefin tuna ""Thunnus thynnus""","Atunes comunes o de aleta azul del Atlántico (Thunnus thynnus) vivos","Thons rouges de l'Atlantique (Thunnus thynnus), vivants"
"0301.9490","5012","Live Pacific bluefin tuna ""Thunnus orientalis""","Atunes comunes o de aleta azul del Pacífico (Thunnus orientalis)","Thons rouges du Pacifique (Thunnus orientalis), vivants"
"0301.9500","5013","Live Southern bluefin tunas ""Thunnus maccoyii""","Atunes del sur (Thunnus maccoyii) vivos","Thons rouges du sud ''Thunnus maccoyii'', vivants"
"0301.9900","5014","Live fish, other","Los demás peces vivos","Autres poissons, vivants"
"0301.9911","5015","Live Pacific salmon, Atlantic salmon and Danube salmon","Salmones del Pacífico, salmones del Atlántico y salmones del Danubio vivos","Saumons du Pacifique, saumons de l'Atlantique et saumons du Danube, vivants"
"0301.9917","5016","Other freshwater fish live (excl. ornamental fish, trout, eels, carp, Pacific, Atlantic, Danube salmon)","Los demás peces de agua dulce vivos (excepto peces ornam., truchas, anguilas, carpas, salmones)","Autres poissons d'eau douce, vivants (excl. poissons d'orne, truites, anguilles, carpes, saumons)"
"0301.9985","5017","Other saltwater fish live (excl. Atlantic, Pacific, Southern bluefin tuna)","Los demás peces de mar, vivos (excepto  atunes del Atlántico, del Pacífico, del sur)","Autres poissons de mer, vivants (à l'excl. de  thons rouges de l'Atalantique, du Pacifique, du sud)"
"0302.1100","5018","Fr/ch trout ""Salmo trutta, Oncorhynchus mykiss, O. clarki, O. aguabonita, O. gilae, O. apache, O. chrysogaster""","Truchas (Salmo trutta, O.mykiss, O.clarki, O.aguabonita, O.gilae, O.apache, O.chrysogaster) frescas o refrigeradas","Truites [Salmo trutta, O.mykiss, O.clarki, O.aguabonita, O.gilae, O.apache,O.chrysogaster], fraîches ou réfrigérées"
"0302.1110","5019","Fr/ch trout ""Oncorhynchus apache and Oncorhynchus chrysogaster""","Truchas de las especies Oncorhynchus apache y Oncorhynchus chrysogaster, frescas o refrigeradas","Truites des espèces ''Oncorhynchus apache'' et ''Oncorhynchus chrysogaster'', fraîches ou réfrigérées"
"0302.1120","5020","Fr/ch trout  ""Oncorhynchus mykiss"", heads/gills on, gutted, > 1,2 kg, or with heads off, gilled/gutted,>1kg)","Truchas O.mykiss, sin descab, con branquias/eviscera>1,2 kg; descabez, sin branquias/evisceradas>1 kg, fres or refrig","Truites ''O. mykiss'', avec tête et branchies, vidées, pesant > 1,2 kg,ou étêtées, sans branchies, vidées, pesant > 1 kg"
"0302.1180","5021","Other fresh or chilled trout (Salmo trutta, Oncorhynchus mykiss, O.clarki, O.aguabonita, O. gilae)","Las demás truchas 'Salmo trutta, Oncorhynchus mykiss, O.clarki, O. aguabonita O.gilae"", frescas o refrigeradas","Autres truites des espèces ''Salmo trutta, Oncorhynchus mykiss, clarki, aguabonita gilae'', fraîches ou réfrigérées"
"0302.1300","5022","Fr/ch Pacific salmon","Salmones del Pacífico, frescos o refrigerados","Saumons du Pacifique,  frais ou réfrigérés"
"0302.1400","5023","Fr/ch Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""","Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho), frescos o refrigerados","Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho),  frais ou réfrigérés"
"0302.1900","5024","Fr/ch other salmonidae (excl. trout, Pacific salmon, Atlantic salmon,Danube salmon), excl. livers and roes","Los demás salmónidos, excepto los hígados, huevas y lechas, frescos o refrigerados","Autres salmonidés, frais ou réfrigérés,  à l'exclusion des foies, œufs et laitances"
"0302.2100","5025","Fr/ch halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","Halibut (fletán) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis),fresco o refrigerado","Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), frais ou réfrigérés"
"0302.2110","5026","Fr/ch lesser or Greenland halibut ""Hippoglossus hippoglossus""","Halibut (fletán) negro (Reinhardtius hippoglossoides) fresco o refrigerado","Flétans noirs [Reinhardtius hippoglossoides], frais ou réfrigérés"
"0302.2130","5027","Fr/ch Atlantic halibut ""Hippoglossus hippoglossus""","Halibut (fletán) atlántico (Hippoglossus hippoglossus), fresco o refrigerado","Flétans atlantiques [Hippoglossus hippoglossus], frais ou réfrigérés"
"0302.2190","5028","Fr/ch Pacific halibut ""Hippoglossus stenolepis""","Halibut (fletán) del Pacífico (Hippoglossus stenolepis), fresco o refrigerado","Flétans du Pacifique [Hippoglossus stenolepis], frais ou réfrigérés"
"0302.2200","5029","Fr/ch plaice ""Pleuronectes platessa""","Sollas (Pleuronectes platessa), frescas o refrigeradas","Plies ou carrelets [Pleuronectes platessa], frais ou réfrigérés"
"0302.2300","5030","Fr/ch sole ""Solea spp.""","Lenguados (Solea spp.), frescos o refrigerados","Soles [Solea spp.], fraîches ou réfrigérées"
"0302.2400","5031","Fr/ch turbot ""Psetta maxima""","Rodaballos (Psetta maxima), frescos o refrigerados","Turbots (Psetta maxima), frais ou réfrigérés"
"0302.2900","5032","Fr/ch other flat fish (excl. halibut, plaice, sole, turbot, megrim)","Los demás pescaods planos (excepto halibut, sollas, lenguados, rodaballos, gallos), frescos o refrigerados","Poissons plats (à l'excl. de flétans, plies, soles, turbots, megrim), frais ou réfrigérés"
"0302.2910","5033","Fr/ch megrim ""Lepidorhombus spp.""","Gallos (Lepidorhombus spp.), frescos o refrigerados","Cardines [Lepidorhombus spp.], fraîches ou réfrigérées"
"0302.2980","5034","Fr/ch other flat fish  (excl. halibut, plaice, sole, turbot, megrim)","Los demás pescaods planos (excepto halibut, sollas, lenguados, rodaballos, gallos), frescos o refrigerados","Poissons plats (à l'excl. de flétans, plies, soles, turbots, megrim), frais ou réfrigérés"
"0302.3100","5035","Fr/ch albacore or longfinned tunas ""Thunnus alalunga""","Albacoras o atunes blancos (Thunnus alalunga), frescos o refrigerados","Thons blancs ou germons [Thunnus alalunga], frais ou réfrigérés"
