"Code","Identifier","Name_En","Name_Es","Name_Fr"
"0301.91","30004","Trout (Salmo spp.), live","Truchas (Salmo spp.), vivas","Truites (Salmo spp.), vivantes"
"0301.92","30005","Eels (Anguilla spp.), live","Anguilas (Anguilla spp.), vivas","Anguilles (Anguilla spp.), vivantes"
"0301.93","30006","Carp, live","Carpas, vivas","Carpes, vivantes"
"0301.94","30007","Bluefin tunas (Thunnus thynnus, Thunnus orientalis), live","Atunes comunes o de aleta azul (Thunnus thynnus), vivos","Thons rouges (Thunnus Thynnus), vivants"
"0301.95","30008","Southern bluefin tunas (Thunnus maccoyii), live","Atunes del sur (Thunnus maccoyii), vivos","Thons rouges du sud (Thunnus maccoyii), vivants"
"0301.99","30009","Other fish, live","Los demás peces, vivos","Autres poissons, vivants"
"0302.11","30011","Trout (Salmo spp.), fresh or chilled","Truchas (Salmo spp.), frescas o refrigeradas","Truites (Salmo spp.), fraîches ou réfrigérées"
"0302.19","30013","Other salmonidae, fresh or chilled","Los demás salmónidos, frescos o refrigerados","Autres salmonidés, frais ou réfrigérés"
"0302.21","30014","Greenland, Atlantic and Pacific halibut, fresh or chilled","Halibut, fresco o refrigerado","Flétans, frais ou réfrigérés"
"0302.22","30015","Plaice (Pleuronectes platessa), fresh or chilled","Sollas (Pleuronectes platessa), frescas o refrigeradas","Plies ou carrelets (Pleuronectes platessa), frais ou réfrigérés"
"0302.23","30016","Sole (Solea spp.), fresh or chilled","Sollas (Solea spp.), frescas o refrigeradas","Soles (Solea spp.), fraîches ou réfrigérées"
"0302.29","30017","Other flatfish, fresh or chilled","Los demás pescados planos, frescos o refrigerados","Autres poissons plats, frais ou réfrigérés"
"0302.31","30018","Albacore or longfinned tuna (Thunnus alalunga), fresh or chilled","Albacoras o atunes blancos (Thunnus alalunga), frescos o refrigerados","Thons blancs ou germons (Thunnus alalunga), frais ou réfrigérés"
"0302.32","30019","Yellowfin tunas (Thunnus albacares), fresh or chilled","Atunes de aleta amarilla [rabiles] (Thunnus albacares), frescos o refrigerados","Thons à nageoires jaunes (Thunnus albacares), frais ou réfrigérés"
"0302.33","30020","Skipjack or stripe-bellied bonito, fresh or chilled","Listados o bonitos de vientre rayado, frescos o refrigerados","Listaos ou bonites à ventre rayé, frais ou réfrigérés"
"0302.34","30021","Bigeye tuna, fresh or chilled","Patudo, fresco o refrigerado","Thons obèses, frais ou réfrigéré"
"0302.35","30022","Bluefin tuna (Thunnus thynnus, Thunnus orientalis), fresh or chilled","Atún rojo (Thunnus thynnus)  fresco o refrigerado","Thons rouges (Thunnus thynnus), frais ou réfrigéré"
"0302.36","30023","Fresh or chilled Southern bluefin tuna (Thunnus maccoyii)","Atún blanco, fresco o refrigerado","Thons rouges du Sud (Thunnus maccoyii), frais ou réfrigéré"
"0302.39","30024","Other tunas, fresh or chilled","Los demás atunes, frescos o refrigerados","Autres thons, frais ou réfrigérés"
"0303.11","30039","Sockeye salmon(red salmon)(Oncorhynchus nerka) frozen","Salmón rojo (Oncorhynchus nerka), congelado","Saumons rouges (Oncorhynchus nerka), congelés"
"0303.31","30044","Greenland, Atlantic and Pacific halibut, frozen","Halibut, congelados","Flétans, congelés"
"0303.32","30045","Plaice (Pleuronectes platessa), frozen","Sollas (Pleuronectes platessa), congeladas","Plies ou carrelets (Pleuronectes platessa), congelés"
"0303.33","30046","Sole (Solea spp.), frozen","Lenguados (Solea spp.), congelados","Soles (Solea spp.), congelées"
"0303.39","30047","Other flatfish, frozen","Los demás pescados planos, congelados","Autres poissons plats, congelés"
"0303.41","30048","Albacore or longfinned tunas (Thunnus alalunga), frozen","Albacores o atunes blancos (Thunnus alalunga), congelados","Thons blancs ou germons (Thunnus alalunga), congelés"
"0303.42","30049","Yellowfin tunas (Thunnus albacares), frozen","Atunes de aleta amarilla [rabiles] (Thunnus albacares), congelados","Thons à nageoires jaunes (Thunnus albacares), congelés"
"0303.43","30050","Skipjack or stripe-bellied bonito, frozen","Listados o bonitos de vientre rayado, congelados","Listaos ou bonites à ventre rayé, congelés"
"0303.44","30051","Bigeye tuna, frozen","Patudo, congelado","Thons obèses, congelés"
"0303.45","30052","Bluefin tuna (Thunnus thynnus, Thunnus orientalis), frozen","Atún rojo (Thunnus thynnus, Thunnus orientalis), congelado","Thons rouges (Thunnus thynnus, Thunnus orientalis), congelés"
"0303.46","30053","Southern bluefin tuna (Thunnus maccoyii), frozen","Atún rojo del Sur (Thunnus maccoyii), congelado","Thons rouges du Sud (Thunnus maccoyii), congelés"
"0303.49","30054","Other tunas, frozen","Los demás atunes, congelados","Autres thons, congelés"
"0303.51","30056","Herrings (Clupea spp.), frozen","Arenques (Clupea spp.), congelados","Harengs (Clupea spp.), congelés"
"0304.91","30081","Swordfish (Xiphias gladius) meat, frozen","Carne de peces espada (Xiphias gladius), congelada","Chair d'espadons (Xiphias gladius), congelée"
"0304.92","30082","Toothfish (Dissostichus spp.) meat, frozen","Carne de austromerluza (Dissostichus spp.), congelada","Chair de légines (Dissostichus spp.), congelée"
"0304.99","30083","Fish meat, whether or not minced, frozen","Carne de pescado (incluso picadas), congelada","Chair de poissons, même hachée, congelée"
"0305.10","30085","Fish flours fit for human consumption","Harina de pescado apta para la alimentación humana","Farines de poisson propres à l'alimentation humaine"
"0305.20","30086","Fish livers and roes, dried, salted or in brine, smoked","Hígados, huevas y lechas, secos, salados o en salmuera, ahumados","Foies, oeufs et laitances de poissons, séchés, fumés, salés ou en saumure"
"0305.41","30088","Salmons, including fillets, smoked","Salmones, incluso los filetes, ahumados","Saumons, y compris les filets, fumés"
"0305.42","30089","Herrings, including fillets, smoked","Arenques, incluso los filetes, ahumados","Harengs, y compris les filets, fumés"
"0305.49","30090","Other fish, including fillets, smoked","Los demás pescados ahumados incluso los filetes","Autres poissons, y compris les filets, fumés"
"0305.51","30091","Dried cod (Gadus spp.), whether or not salted but not smoked","Bacalaos (Gadus spp.), secos, incluso salados, sin ahumar","Morues (Gadus spp.), séchées, même salées, mais non fumées"
"0305.59","30092","Other fish, dried, whether or not salted but not smoked","Los demás pescados secos, incluso salados, sin ahumar","Autres poissons séchés, même salés, mais non fumés"
"0305.61","30093","Herrings, salted or in brine","Arenques, salados  o en salmuera","Harengs, uniquement salés ou en saumure"
